experiment,config,strategy,throughput,p50,p90,p99,p99.9,max,errorRate,slowRequests
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=450| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],Prequal,9049.06,14.00,104.00,178.00,232.00,253.00,0.00,15027
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=550| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],RoundRobin,8864.00,84.00,104.00,147.00,153.00,158.00,0.00,20866
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=550| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],LeastConnections,4797.97,112.00,114.00,160.00,164.00,180.00,0.00,50000
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=550| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],P2CLeastConnections,10941.78,14.00,104.00,161.00,224.00,250.00,0.00,15287
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=550| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],Prequal,11223.79,14.00,104.00,183.00,237.00,251.00,0.00,14462
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=650| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],RoundRobin,10330.35,82.50,104.00,162.00,173.00,196.00,0.00,20715
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=650| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],LeastConnections,5654.22,112.00,114.00,160.00,164.00,181.00,0.00,50000
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=650| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],P2CLeastConnections,13149.49,14.00,104.00,163.00,227.00,251.00,0.00,14777
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=650| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],Prequal,13379.08,14.00,104.00,190.00,237.00,251.00,0.00,13933
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=750| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],RoundRobin,11777.47,87.00,104.00,175.00,188.00,217.00,0.00,20588
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=750| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],LeastConnections,6474.11,112.00,114.00,161.00,176.00,223.00,0.00,50000
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=750| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],P2CLeastConnections,15166.24,14.00,104.00,173.00,230.00,252.00,0.00,14487
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=750| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],Prequal,15793.40,14.00,104.00,190.00,238.00,259.00,0.00,13325
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=850| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],RoundRobin,13194.35,83.00,104.00,183.00,193.00,231.00,0.00,20895
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=850| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],LeastConnections,7370.14,112.00,114.00,160.00,164.00,183.00,0.00,50000
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=850| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],P2CLeastConnections,17224.29,14.00,104.00,177.99,231.00,252.00,0.00,14138
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=850| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],Prequal,18166.38,13.00,103.00,192.00,240.00,256.00,0.00,12735
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=950| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],RoundRobin,14536.62,84.50,104.00,190.00,205.00,233.00,0.00,20998
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=950| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],LeastConnections,8239.71,112.00,114.00,160.00,164.00,204.00,0.00,50000
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=950| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],P2CLeastConnections,19387.86,14.00,104.00,185.00,234.00,254.00,0.00,13933
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=950| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],Prequal,20551.26,13.00,103.00,193.00,236.00,251.00,0.00,12370
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1050| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],RoundRobin,15898.50,82.50,104.00,197.00,218.00,233.00,0.00,20808
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1050| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],LeastConnections,9048.88,112.00,114.00,161.00,164.00,183.00,0.00,50000
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1050| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],P2CLeastConnections,21718.30,14.00,104.00,183.00,234.00,254.00,0.00,13672
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1050| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],Prequal,23037.31,13.00,103.00,194.00,237.00,259.00,0.00,11943
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1150| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],RoundRobin,17229.11,93.50,104.00,201.00,222.00,251.00,0.00,21128
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1150| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],LeastConnections,9884.61,112.00,114.00,162.00,204.00,246.00,0.00,50000
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1150| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],P2CLeastConnections,23355.61,13.00,104.00,188.00,238.00,252.00,0.00,13466
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1150| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],Prequal,25202.00,13.00,103.00,189.00,236.00,255.00,0.00,11788
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1250| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],RoundRobin,17572.47,100.00,115.00,250.00,358.00,382.00,0.00,21617
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1250| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],LeastConnections,10693.40,112.00,114.00,163.00,217.00,250.00,0.00,50000
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1250| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],P2CLeastConnections,25402.09,13.00,104.00,188.99,237.00,255.00,0.00,13376
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1250| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],Prequal,27918.24,13.00,103.00,190.00,238.00,255.00,0.00,11406
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1350| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],RoundRobin,19947.00,92.00,104.00,208.00,222.00,243.00,0.00,21010
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1350| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],LeastConnections,11495.83,112.00,114.00,162.00,203.00,247.00,0.00,50000
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1350| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],P2CLeastConnections,27083.77,13.00,104.00,192.00,236.00,253.00,0.00,13241
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1350| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],Prequal,29660.51,13.00,103.00,191.00,239.00,254.00,0.00,11647
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1450| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],RoundRobin,21220.60,87.50,104.00,212.00,226.00,247.00,0.00,20991
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1450| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],LeastConnections,12380.85,112.00,114.00,163.00,204.00,249.00,0.00,50000
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1450| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],P2CLeastConnections,28770.88,14.00,104.00,192.00,237.00,254.00,0.00,13322
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1450| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],Prequal,31911.61,13.00,103.00,191.00,239.00,255.00,0.00,11047
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1550| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],RoundRobin,22559.59,87.00,104.00,215.00,233.00,251.00,0.00,21007
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1550| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],LeastConnections,13010.01,112.00,114.00,201.00,208.00,251.00,0.00,50000
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1550| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],P2CLeastConnections,30923.19,14.00,104.00,197.00,241.00,278.00,0.00,13094
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1550| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],Prequal,33540.20,13.00,103.00,191.00,241.00,254.00,0.00,11145
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1650| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],RoundRobin,23678.42,91.50,104.00,216.00,233.00,253.00,0.00,20940
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1650| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],LeastConnections,14052.84,112.00,114.00,161.00,203.00,242.00,0.00,50000
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1650| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],P2CLeastConnections,32739.96,13.00,104.00,196.00,238.00,260.00,0.00,13058
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1650| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],Prequal,35662.12,13.00,103.00,187.00,236.00,253.00,0.00,11121
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1750| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],RoundRobin,25063.47,86.00,104.00,218.00,231.00,251.00,0.00,20941
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1750| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],LeastConnections,14715.32,112.00,114.00,202.00,234.00,253.00,0.00,50000
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1750| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],P2CLeastConnections,34329.02,13.00,104.00,199.00,240.00,254.00,0.00,12949
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1750| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],Prequal,35883.86,13.00,103.00,192.00,242.00,264.00,0.00,11600
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1850| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],RoundRobin,26310.80,83.50,104.00,219.00,228.00,248.00,0.00,21007
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1850| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],LeastConnections,15577.85,112.00,114.00,201.00,234.00,249.00,0.00,50000
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1850| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],P2CLeastConnections,36305.93,13.00,104.00,197.00,240.00,262.00,0.00,13011
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1850| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],Prequal,39733.09,13.00,103.00,184.00,239.00,252.00,0.00,10854
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1950| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],RoundRobin,27758.07,86.00,104.00,221.00,234.00,248.00,0.00,21016
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1950| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],LeastConnections,16144.25,112.00,114.00,203.00,254.00,366.00,0.00,50000
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1950| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],P2CLeastConnections,37910.31,13.00,104.00,201.00,243.00,254.00,0.00,12609
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=1950| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],Prequal,41544.12,13.00,103.00,194.99,243.00,253.00,0.00,10633
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=2050| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],RoundRobin,28756.26,86.00,104.00,222.00,235.00,248.00,0.00,20960
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=2050| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],LeastConnections,16954.13,112.00,114.00,203.00,242.00,253.00,0.00,50000
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=2050| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],P2CLeastConnections,39311.03,13.00,104.00,203.00,242.00,263.00,0.00,12840
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=2050| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],Prequal,42383.88,13.00,103.00,194.99,241.00,257.00,0.00,10919
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=2150| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],RoundRobin,30200.34,86.50,104.00,224.00,235.00,251.00,0.00,20927
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=2150| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],LeastConnections,17733.84,112.00,114.00,203.00,242.00,249.00,0.00,50000
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=2150| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],P2CLeastConnections,41509.99,14.00,104.00,203.00,240.00,255.00,0.00,12672
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=2150| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],Prequal,47035.48,13.00,103.00,187.00,242.00,255.00,0.00,9584
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=2250| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],RoundRobin,31136.00,85.50,104.00,225.00,235.00,248.00,0.00,20880
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=2250| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],LeastConnections,16866.95,113.00,195.00,270.00,304.00,409.00,0.00,50000
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=2250| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],P2CLeastConnections,42721.56,13.00,103.00,202.99,243.00,256.00,0.00,12534
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=2250| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],Prequal,50306.83,13.00,103.00,187.00,241.00,253.00,0.00,9029
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=2350| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],RoundRobin,32580.79,86.50,104.00,226.00,235.00,248.00,0.00,20965
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=2350| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],LeastConnections,19207.99,112.00,114.00,204.00,243.00,253.00,0.00,50000
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=2350| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],P2CLeastConnections,43942.88,13.00,104.00,204.00,243.00,266.00,0.00,12665
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=2350| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],Prequal,53623.93,13.00,103.00,176.00,241.00,255.00,0.00,8999
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=2450| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],RoundRobin,33750.25,86.00,104.00,226.00,236.00,255.00,0.00,20802
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=2450| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],LeastConnections,19877.01,112.00,122.00,204.00,244.00,252.00,0.00,50000
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=2450| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],P2CLeastConnections,46119.83,13.00,103.00,204.00,242.00,253.00,0.00,12608
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=2450| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],Prequal,56180.86,13.00,103.00,159.00,234.00,255.00,0.00,8602
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=2550| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],RoundRobin,34893.44,92.50,104.00,227.00,237.00,266.00,0.00,20956
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=2550| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],LeastConnections,20588.90,112.00,124.00,204.00,244.00,253.00,0.00,50000
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=2550| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],P2CLeastConnections,47340.43,13.00,104.00,204.00,242.00,253.00,0.00,12733
HeterogeneitySweep,SimulationConfig[numServers=1000| numClients=2550| numRequests=50000| gcPauseMs=50| gcIntervalMs=100| baseLatencyMs=10| prequalProbeCount=3| prequalPoolSize=16| prequalQuantile=0.8| experimentName=HeterogeneitySweep],Prequal,59189.18,13.00,102.00,167.00,237.00,254.00,0.00,7944
